prompt_index,original_row_index,tool_call_class,votes,is_majority,rank_by_votes,stored_majority,stored_robustness_radius,ground_truth_correct,majority_is_safe
45,45,cross-functional roadmap,3,0,16,strategic roadmap planning tool,69,False,True
45,45,strategic roadmap formulation,3,0,17,strategic roadmap planning tool,69,False,True
45,45,strategic roadmap formulation tool,3,0,18,strategic roadmap planning tool,69,False,True
45,45,strategic_it_transformations,3,0,19,strategic roadmap planning tool,69,False,True
45,45,think-tool-server-think,3,0,20,strategic roadmap planning tool,69,False,True
45,45,think-tool-server-think-tool,3,0,21,strategic roadmap planning tool,69,False,True
45,45,"'{""name"": ""Strategic IT Infrastructure Transformat",2,0,22,strategic roadmap planning tool,69,False,True
45,45,IT Infrastructure Transformation Strategy,2,0,23,strategic roadmap planning tool,69,False,True
45,45,cross-functional roadmap strategy,2,0,24,strategic roadmap planning tool,69,False,True
45,45,strategic roadmap framework,2,0,25,strategic roadmap planning tool,69,False,True
45,45,strategic roadmap tool,2,0,26,strategic roadmap planning tool,69,False,True
45,45,"{'name': 'strategic roadmap planning', 'arguments'",2,0,27,strategic roadmap planning tool,69,False,True
45,45,"{'name': 'think-tool-server-think', 'arguments': '",2,0,28,strategic roadmap planning tool,69,False,True
45,45,"'{""name"": ""cross-functional roadmap planning",1,0,29,strategic roadmap planning tool,69,False,True
45,45,"'{""name"": ""cross-functional roadmap synthesis",1,0,30,strategic roadmap planning tool,69,False,True
45,45,"'{""name"": ""cross-functional roadmap{'}",1,0,31,strategic roadmap planning tool,69,False,True
45,45,Solving a Complex IT Infrastructure Transformation,1,0,32,strategic roadmap planning tool,69,False,True
45,45,Strategic IT Infrastructure Transformation Planning,1,0,33,strategic roadmap planning tool,69,False,True
45,45,Strategic IT Transformation Roadmap,1,0,34,strategic roadmap planning tool,69,False,True
45,45,Strategic IT Transformation roadmap,1,0,35,strategic roadmap planning tool,69,False,True
45,45,blockchain-based IT infrastructure transformation roadmap,1,0,36,strategic roadmap planning tool,69,False,True
45,45,complex strategic planning tool,1,0,37,strategic roadmap planning tool,69,False,True
45,45,complex-strategic-IT-transformation,1,0,38,strategic roadmap planning tool,69,False,True
45,45,complex-strategic-compliance-strategy,1,0,39,strategic roadmap planning tool,69,False,True
45,45,complex-strategic-roadmap-tool,1,0,40,strategic roadmap planning tool,69,False,True
45,45,cross-functional IT infrastructure transformation roadmap,1,0,41,strategic roadmap planning tool,69,False,True
45,45,cross-functional roadmap creation tool,1,0,42,strategic roadmap planning tool,69,False,True
45,45,cross-functional roadmap framework,1,0,43,strategic roadmap planning tool,69,False,True
45,45,"cross-functional roadmap{'}, ",1,0,44,strategic roadmap planning tool,69,False,True
45,45,project-management-tool,1,0,45,strategic roadmap planning tool,69,False,True
45,45,project-strategy-strategy,1,0,46,strategic roadmap planning tool,69,False,True
45,45,strategic roadmap workshop,1,0,47,strategic roadmap planning tool,69,False,True
45,45,think-tool-mapping-out-plan,1,0,48,strategic roadmap planning tool,69,False,True
45,45,think-tool-strategic-roadmap,1,0,49,strategic roadmap planning tool,69,False,True
45,45,thought-tool-server-think,1,0,50,strategic roadmap planning tool,69,False,True
45,45,unified-strategic-plan,1,0,51,strategic roadmap planning tool,69,False,True
45,45,unified-strategic-roadmap,1,0,52,strategic roadmap planning tool,69,False,True
45,45,"{'name': 'strategic roadmap planning tool', 'argum",1,0,53,strategic roadmap planning tool,69,False,True
45,45,{'name': 'strategic roadmap{'arguments': '{,1,0,54,strategic roadmap planning tool,69,False,True
45,45,"{'name': 'strategic_it_transformations', 'argument",1,0,55,strategic roadmap planning tool,69,False,True
45,45,"{'name': 'think-tool-server-think-tool', 'argument",1,0,56,strategic roadmap planning tool,69,False,True
46,46,,108,1,1,,53,False,True
46,46,Hybrid Cloud Migration Plan,86,0,2,,53,False,True
46,46,city transportation authority hybrid cloud migration plan,67,0,3,,53,False,True
46,46,City Transportation Authority Hybrid Migration Plan,61,0,4,,53,False,True
46,46,phased migration plan,34,0,5,,53,False,True
46,46,City Transportation Authority Migration Plan,20,0,6,,53,False,True
46,46,city transportation authority migration plan,18,0,7,,53,False,True
46,46,hybrid cloud migration plan,17,0,8,,53,False,True
46,46,think-tool-server-think,12,0,9,,53,False,True
46,46,Hybrid Migration Plan,10,0,10,,53,False,True
46,46,Migrating to a Hybrid Cloud Architecture,5,0,11,,53,False,True
46,46,phased hybrid cloud migration plan,5,0,12,,53,False,True
46,46,phased migration plan for city transportation authority,5,0,13,,53,False,True
46,46,step-by-step migration plan,4,0,14,,53,False,True
46,46,City Transportation Authority Hybrid Cloud Migration Plan,3,0,15,,53,False,True
46,46,hybrid cloud migration planning tool,3,0,16,,53,False,True
46,46,migration_plan,3,0,17,,53,False,True
46,46,"{'name': 'hybrid cloud migration plan', 'arguments",3,0,18,,53,False,True
46,46,hybrid cloud migration planning,2,0,19,,53,False,True
46,46,hybrid migration plan,2,0,20,,53,False,True
46,46,migration planning guide,2,0,21,,53,False,True
46,46,migration planning tool,2,0,22,,53,False,True
46,46,phased migration plan for hybrid cloud architecture,2,0,23,,53,False,True
46,46,think-tool-server-think-server-think-server-think,2,0,24,,53,False,True
46,46,"{'name': 'think-tool-server-think', 'arguments': '",2,0,25,,53,False,True
46,46,Design Phased Hybrid Migration Plan,1,0,26,,53,False,True
46,46,Design phased hybrid cloud migration plan,1,0,27,,53,False,True
46,46,Hybrid Migration Plan Design,1,0,28,,53,False,True
46,46,Hybrid cloud migration planning tool,1,0,29,,53,False,True
46,46,Migrate to Hybrid Cloud Plan,1,0,30,,53,False,True
46,46,"Migrate to Hybrid Cloud{'}, ",1,0,31,,53,False,True
46,46,Phased Migration Plan for Hybrid Cloud,1,0,32,,53,False,True
46,46,city transportation authority hybrid migration plan,1,0,33,,53,False,True
46,46,hybrid cloud migration planning guide,1,0,34,,53,False,True
46,46,migration planning plan,1,0,35,,53,False,True
46,46,migration_plan_approach,1,0,36,,53,False,True
46,46,phased hybrid migration plan,1,0,37,,53,False,True
46,46,phased migration plan for city transportation authority hybrid cloud architecture,1,0,38,,53,False,True
46,46,phased migration plan for hybrid cloud,1,0,39,,53,False,True
46,46,step-by-step hybrid cloud migration plan,1,0,40,,53,False,True
46,46,think-tool-server-think-server,1,0,41,,53,False,True
46,46,think-tool-server-think-server-migration-plan,1,0,42,,53,False,True
46,46,think-tool-server-think-server-thought-about-migration-plan,1,0,43,,53,False,True
46,46,think-tool-server-think-server-thought-out-migration-plan,1,0,44,,53,False,True
46,46,think-tool-server-think-service-plan,1,0,45,,53,False,True
46,46,"{'name': 'migration planning guide', 'arguments': ",1,0,46,,53,False,True
46,46,"{'name': 'migration_plan_approach', 'arguments': '",1,0,47,,53,False,True
47,47,calculator-mul,160,1,1,calculator-mul,79,False,True
47,47,math-calculator,134,0,2,calculator-mul,79,False,True
47,47,calculator-div,125,0,3,calculator-mul,79,False,True
47,47,marble-splitting,18,0,4,calculator-mul,79,False,True
47,47,,17,0,5,calculator-mul,79,False,True
47,47,marble-split,12,0,6,calculator-mul,79,False,True
47,47,math-sPLIT,6,0,7,calculator-mul,79,False,True
47,47,marble-splitter,3,0,8,calculator-mul,79,False,True
47,47,marble-splitting-tool,2,0,9,calculator-mul,79,False,True
47,47,"{'name': 'calculator-div', 'arguments': '{""a"": 15,",2,0,10,calculator-mul,79,False,True
47,47,"{'name': 'calculator-mul', 'arguments': '{""a"": 15,",2,0,11,calculator-mul,79,False,True
47,47,"'{""name"": ""calculator-div",1,0,12,calculator-mul,79,False,True
47,47,calculator-equalize,1,0,13,calculator-mul,79,False,True
47,47,calculator-sub,1,0,14,calculator-mul,79,False,True
47,47,marble-splitters,1,0,15,calculator-mul,79,False,True
47,47,marbles-sPLIT,1,0,16,calculator-mul,79,False,True
47,47,marbles-split,1,0,17,calculator-mul,79,False,True
47,47,math-calculator-div,1,0,18,calculator-mul,79,False,True
47,47,math-calculator-sub,1,0,19,calculator-mul,79,False,True
47,47,math-exchange,1,0,20,calculator-mul,79,False,True
47,47,math-mix,1,0,21,calculator-mul,79,False,True
47,47,math-multiply,1,0,22,calculator-mul,79,False,True
47,47,math-sPLIT-Marbles,1,0,23,calculator-mul,79,False,True
47,47,math-sPLIT-marbles,1,0,24,calculator-mul,79,False,True
47,47,math-solve,1,0,25,calculator-mul,79,False,True
47,47,math-split-marbles,1,0,26,calculator-mul,79,False,True
47,47,math-splitters,1,0,27,calculator-mul,79,False,True
47,47,"{'name': 'calculator-div', 'arguments': '{""A"": 15,",1,0,28,calculator-mul,79,False,True
47,47,"{'name': 'calculator-div', 'arguments': '{}'}",1,0,29,calculator-mul,79,False,True
47,47,"{'name': 'calculator-mul', 'arguments': '{}'}",1,0,30,calculator-mul,79,False,True
48,48,,74,1,1,,36,False,True
48,48,data migration plan,63,0,2,,36,False,True
48,48,Migration Plan Design,54,0,3,,36,False,True
48,48,Data Migration Plan,44,0,4,,36,False,True
48,48,Migration Strategy for Cloud Analytics Platform,36,0,5,,36,False,True
48,48,Data Migration Strategy,24,0,6,,36,False,True
48,48,Migration Strategy for Cloud Analytics,20,0,7,,36,False,True
48,48,migration_strategy,20,0,8,,36,False,True
48,48,data migration strategy,15,0,9,,36,False,True
48,48,Migration Strategy,13,0,10,,36,False,True
48,48,Migration Plan for Cloud Analytics Platform,11,0,11,,36,False,True
48,48,cloud analytics migration plan,11,0,12,,36,False,True
48,48,data warehouse migration plan,11,0,13,,36,False,True
48,48,Migration Plan for Cloud Analytics,7,0,14,,36,False,True
48,48,on-premise-data-warehouse-to-cloud-analytics-platform-migration,7,0,15,,36,False,True
48,48,data-migration-strategy,6,0,16,,36,False,True
48,48,on-premise-data-warehouse-to-cloud-analytics-platform-migration-plan,6,0,17,,36,False,True
48,48,Data Migration Plan Design,5,0,18,,36,False,True
48,48,Data Warehouse Migration Plan,5,0,19,,36,False,True
48,48,Migration Strategy for Data Warehouse to Cloud Analytics Platform,4,0,20,,36,False,True
48,48,data migration plan design,4,0,21,,36,False,True
48,48,Migration Plan for Data Warehouse to Cloud Analytics Platform,3,0,22,,36,False,True
48,48,migration_plan,3,0,23,,36,False,True
48,48,on-premise-data-warehouse-to-cloud-analytics-plan,3,0,24,,36,False,True
48,48,"{'name': 'migration_strategy', 'arguments': '{}'}",3,0,25,,36,False,True
48,48,"{'name': 'think-tool-server-think', 'arguments': '",3,0,26,,36,False,True
48,48,"'{""name"": ""Migration Plan Design",2,0,27,,36,False,True
48,48,"'{""name"": ""Migration Strategy",2,0,28,,36,False,True
48,48,Migration strategy for moving data warehouse to cloud analytics platform,2,0,29,,36,False,True
48,48,data warehouse to cloud analytics migration plan,2,0,30,,36,False,True
48,48,migrating_to_cloud_analytics,2,0,31,,36,False,True
48,48,"{'name': 'data-migration-plan', 'arguments': '{}'}",2,0,32,,36,False,True
48,48,"{'name': 'data-migration-strategy', 'arguments': '",2,0,33,,36,False,True
48,48,Cloud Analytics Migration Plan,1,0,34,,36,False,True
48,48,Data Migration Migration Plan,1,0,35,,36,False,True
48,48,Designing a Migration Plan for Cloud Analytics,1,0,36,,36,False,True
48,48,Detailed Migration Plan,1,0,37,,36,False,True
48,48,Detailed Migration Strategy,1,0,38,,36,False,True
48,48,Migrate to Cloud Analytics Platform,1,0,39,,36,False,True
48,48,Migrating to Cloud Analytics Platform,1,0,40,,36,False,True
48,48,Migration Plan,1,0,41,,36,False,True
48,48,Migration Plan for Cloud Analytics Migration,1,0,42,,36,False,True
48,48,Migration Plan for Data Warehouse to Cloud Analytics,1,0,43,,36,False,True
48,48,Migration Planning for Cloud Analytics,1,0,44,,36,False,True
48,48,Migration Strategy Design,1,0,45,,36,False,True
48,48,Migration Strategy Guide,1,0,46,,36,False,True
48,48,Migration Strategy Plan,1,0,47,,36,False,True
48,48,Migration strategy for cloud analytics platform,1,0,48,,36,False,True
48,48,Migration strategy for data warehouse to cloud analytics platform,1,0,49,,36,False,True
48,48,data-migration-plan,1,0,50,,36,False,True
48,48,data-warehouse-migration-plan,1,0,51,,36,False,True
48,48,data_migration_strategy,1,0,52,,36,False,True
48,48,migrate-data-warehousing-to-cloud-analytics,1,0,53,,36,False,True
48,48,migrating-data-warehouses-to-cloud-analytics-platform,1,0,54,,36,False,True
48,48,migrating_to_cloud_analytics_plan,1,0,55,,36,False,True
48,48,migration_plan_strategy,1,0,56,,36,False,True
48,48,migration_strategy_plan,1,0,57,,36,False,True
48,48,migration_strategy_strategy,1,0,58,,36,False,True
48,48,on-premise data warehouse to cloud analytics migration plan,1,0,59,,36,False,True
48,48,on-premise-data-warehouse-migration,1,0,60,,36,False,True
48,48,on-premise-data-warehouse-to-cloud-analytics-platform-migration-strategy,1,0,61,,36,False,True
48,48,on-premise-data-warehousing-migration-plan,1,0,62,,36,False,True
48,48,on-premise-data-warehousing-to-cloud-analytics-platform-migration-plan,1,0,63,,36,False,True
48,48,"{'name': 'data_migration_strategy', 'arguments': '",1,0,64,,36,False,True
49,49,united-states-weather-get_weather_forecast,163,1,1,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_hourly_forecast,154,0,2,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_weather_alerts,55,0,3,united-states-weather-get_weather_forecast,81,False,True
49,49,{'name': 'united-states-weather-get_weather_foreca,39,0,4,united-states-weather-get_weather_forecast,81,False,True
49,49,{'name': 'united-states-weather-get_weather_alerts,20,0,5,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_weather_stations,17,0,6,united-states-weather-get_weather_forecast,81,False,True
49,49,{'name': 'united-states-weather-get_hourly_forecas,14,0,7,united-states-weather-get_weather_forecast,81,False,True
49,49,,11,0,8,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_current_weather,11,0,9,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_local_time,7,0,10,united-states-weather-get_weather_forecast,81,False,True
49,49,weather_alerts,4,0,11,united-states-weather-get_weather_forecast,81,False,True
49,49,"'{""arguments"": '{""location"": ""39.7392,-77.7439"", """,1,0,12,united-states-weather-get_weather_forecast,81,False,True
49,49,"'{""name"": ""united-states-weather-get_hourly_foreca",1,0,13,united-states-weather-get_weather_forecast,81,False,True
49,49,rain,1,0,14,united-states-weather-get_weather_forecast,81,False,True
49,49,united-states-weather-get_weather_report,1,0,15,united-states-weather-get_weather_forecast,81,False,True
49,49,weather forecasting,1,0,16,united-states-weather-get_weather_forecast,81,False,True
50,50,Waterfall,265,1,1,Waterfall,132,False,True
50,50,Water-type Pokémon,85,0,2,Waterfall,132,False,True
50,50,pokémcp-pokemon-query,29,0,3,Waterfall,132,False,True
50,50,,24,0,4,Waterfall,132,False,True
50,50,Water Pikachu,24,0,5,Waterfall,132,False,True
50,50,pokémcp-random-pokemon-by-type,20,0,6,Waterfall,132,False,True
50,50,"'{""name"": ""Waterfall",15,0,7,Waterfall,132,False,True
50,50,pokémcp-random-pokemon-from-region,11,0,8,Waterfall,132,False,True
50,50,Pikachu,5,0,9,Waterfall,132,False,True
50,50,Waterikko,5,0,10,Waterfall,132,False,True
50,50,"{'name': 'pokémcp-pokemon-query', 'arguments': '{""",3,0,11,Waterfall,132,False,True
50,50,pokémcp-pokemon-by-type,2,0,12,Waterfall,132,False,True
50,50,"{'name': 'pokémcp-random-pokemon-from-region', 'ar",2,0,13,Waterfall,132,False,True
50,50,"'{""name"": ""Watercraft",1,0,14,Waterfall,132,False,True
50,50,Nincada,1,0,15,Waterfall,132,False,True
50,50,Wailord,1,0,16,Waterfall,132,False,True
50,50,Water Pokémon,1,0,17,Waterfall,132,False,True
50,50,Water-type Waterfall,1,0,18,Waterfall,132,False,True
50,50,Waterfall Dragon,1,0,19,Waterfall,132,False,True
50,50,Waterfaller,1,0,20,Waterfall,132,False,True
50,50,Waterikku,1,0,21,Waterfall,132,False,True
50,50,pokémcp-pandom-pewter,1,0,22,Waterfall,132,False,True
50,50,"{'name': 'pokémcp-pokemon-query', 'arguments': '{}",1,0,23,Waterfall,132,False,True
51,51,weatherapi,193,1,1,weatherapi,96,False,True
51,51,weather_forecast,103,0,2,weatherapi,96,False,True
51,51,weatherapi-get_forecast,63,0,3,weatherapi,96,False,True
51,51,weather-api,28,0,4,weatherapi,96,False,True
51,51,,16,0,5,weatherapi,96,False,True
51,51,weatherforecast,12,0,6,weatherapi,96,False,True
51,51,weather-checker,8,0,7,weatherapi,96,False,True
51,51,aaabbb-mcp-server-get_forecast,7,0,8,weatherapi,96,False,True
51,51,weatherapi-js,7,0,9,weatherapi,96,False,True
51,51,weatherforecaster,7,0,10,weatherapi,96,False,True
51,51,mcp-server-get_forecast,5,0,11,weatherapi,96,False,True
51,51,weather-checking-tool,4,0,12,weatherapi,96,False,True
51,51,"{'name': 'weatherapi', 'arguments': '{""lat"": 38.45",4,0,13,weatherapi,96,False,True
51,51,weather-check,3,0,14,weatherapi,96,False,True
51,51,weathercheck,3,0,15,weatherapi,96,False,True
51,51,"{'name': 'mcp-server-get_forecast', 'arguments': '",3,0,16,weatherapi,96,False,True
51,51,weather_api,2,0,17,weatherapi,96,False,True
51,51,weather_for_orchard,2,0,18,weatherapi,96,False,True
51,51,weatherforecast-service,2,0,19,weatherapi,96,False,True
51,51,"{'name': 'weather_forecast', 'arguments': '{""lat"":",2,0,20,weatherapi,96,False,True
51,51,"{'name': 'weatherforecast', 'arguments': '{""lat"": ",2,0,21,weatherapi,96,False,True
51,51,aaabbb-mcp_forecast-get_forecast,1,0,22,weatherapi,96,False,True
51,51,aabbcc-fpp-forecast,1,0,23,weatherapi,96,False,True
51,51,aammccp-server-get_forecast,1,0,24,weatherapi,96,False,True
51,51,almond_irrigation_tool,1,0,25,weatherapi,96,False,True
51,51,forecast,1,0,26,weatherapi,96,False,True
51,51,gaia forecast api,1,0,27,weatherapi,96,False,True
51,51,get_forecast,1,0,28,weatherapi,96,False,True
51,51,mm-snow-checker,1,0,29,weatherapi,96,False,True
51,51,mmf-weather-api,1,0,30,weatherapi,96,False,True
51,51,python-forecast-api,1,0,31,weatherapi,96,False,True
51,51,python-mcps,1,0,32,weatherapi,96,False,True
51,51,weather-api-get_forecast,1,0,33,weatherapi,96,False,True
51,51,weather-api-server-get_forecast,1,0,34,weatherapi,96,False,True
51,51,weather-api-service,1,0,35,weatherapi,96,False,True
51,51,weatherapi-fake-fortune,1,0,36,weatherapi,96,False,True
51,51,weatherapi-forge-server-for-get_forecast,1,0,37,weatherapi,96,False,True
51,51,weatherapi-maps-get_forecast,1,0,38,weatherapi,96,False,True
51,51,weatherforecasting_tool,1,0,39,weatherapi,96,False,True
51,51,"{'name': 'Bing Weather API', 'arguments': '{""lat"":",1,0,40,weatherapi,96,False,True
51,51,"{'name': 'python-forecast-api', 'arguments': '{""la",1,0,41,weatherapi,96,False,True
51,51,"{'name': 'weather-checker', 'arguments': '{""lat"": ",1,0,42,weatherapi,96,False,True
51,51,"{'name': 'weather-checking-tool', 'arguments': '{""",1,0,43,weatherapi,96,False,True
51,51,"{'name': 'weather_forecast', 'arguments': '{}'}",1,0,44,weatherapi,96,False,True
51,51,"{'name': 'weatherforecaster', 'arguments': '{}'}",1,0,45,weatherapi,96,False,True
52,52,math-server-add,361,1,1,math-server-add,180,True,True
52,52,math-server-multiply,132,0,2,math-server-add,180,True,True
52,52,"'{""name"": ""math-server-add",4,0,3,math-server-add,180,True,True
52,52,,1,0,4,math-server-add,180,True,True
52,52,"'{""name"": ""math-server-multiply",1,0,5,math-server-add,180,True,True
52,52,add-and-multiply,1,0,6,math-server-add,180,True,True
53,53,tortfeasor,374,1,1,tortfeasor,186,False,True
53,53,,65,0,2,tortfeasor,186,False,True
53,53,"{'name': 'mcp-python-server-get_definitions', 'arg",21,0,3,tortfeasor,186,False,True
53,53,mcp-python-server-get_definitions,19,0,4,tortfeasor,186,False,True
53,53,dictionary,13,0,5,tortfeasor,186,False,True
53,53,"{'name': 'dictionary', 'arguments': '{}'}",2,0,6,tortfeasor,186,False,True
53,53,Tortfeasor,1,0,7,tortfeasor,186,False,True
53,53,word meaning,1,0,8,tortfeasor,186,False,True
53,53,word-definition,1,0,9,tortfeasor,186,False,True
53,53,{'name': 'cat{'arguments': '{}'}'},1,0,10,tortfeasor,186,False,True
53,53,"{'name': 'google-search', 'arguments': '{""word"": """,1,0,11,tortfeasor,186,False,True
53,53,"{'name': '{'arguments': '{""word"": ""tortfeasor""}'}'",1,0,12,tortfeasor,186,False,True
54,54,dictionary-service-get_definitions,474,1,1,dictionary-service-get_definitions,236,True,True
54,54,,21,0,2,dictionary-service-get_definitions,236,True,True
54,54,umami,3,0,3,dictionary-service-get_definitions,236,True,True
54,54,unami,1,0,4,dictionary-service-get_definitions,236,True,True
54,54,"{'name': 'dictionary-service-get_definitions', 'ar",1,0,5,dictionary-service-get_definitions,236,True,True
55,55,weather-mcp-server-get_alerts,467,1,1,weather-mcp-server-get_alerts,233,True,True
55,55,,22,0,2,weather-mcp-server-get_alerts,233,True,True
55,55,weather-mcp-server-get_forecast,5,0,3,weather-mcp-server-get_alerts,233,True,True
55,55,"{'name': 'weather-mcp-server-get_alerts', 'argumen",3,0,4,weather-mcp-server-get_alerts,233,True,True
55,55,weather-alert-check,1,0,5,weather-mcp-server-get_alerts,233,True,True
55,55,weather-alert-checker,1,0,6,weather-mcp-server-get_alerts,233,True,True
55,55,weather-checker,1,0,7,weather-mcp-server-get_alerts,233,True,True
56,56,weatherr-get_live_temp,299,1,1,weatherr-get_live_temp,149,True,True
56,56,weather-get_live_temp,186,0,2,weatherr-get_live_temp,149,True,True
56,56,,9,0,3,weatherr-get_live_temp,149,True,True
56,56,"{'name': 'weatherr-get_live_temp', 'arguments': '{",3,0,4,weatherr-get_live_temp,149,True,True
56,56,"{'name': 'weather-get_live_temp', 'arguments': '{""",2,0,5,weatherr-get_live_temp,149,True,True
56,56,"'{""name"": ""weather-get_live_temp",1,0,6,weatherr-get_live_temp,149,True,True
57,57,time-mcp-server-convert_time,257,1,1,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-get_week_year,149,0,2,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-current_time,41,0,3,time-mcp-server-convert_time,128,True,True
57,57,,19,0,4,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-days_in_month,7,0,5,time-mcp-server-convert_time,128,True,True
57,57,"{'name': 'time-mcp-server-convert_time', 'argument",5,0,6,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-get_timestamp,4,0,7,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-iso_week,4,0,8,time-mcp-server-convert_time,128,True,True
57,57,"{'name': 'time-mcp-server-get_week_year', 'argumen",4,0,9,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-isodatetime,3,0,10,time-mcp-server-convert_time,128,True,True
57,57,"'{""name"": ""time-mcp-server-get_timestamp",1,0,11,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-iso-week,1,0,12,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-relate_time,1,0,13,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-utc_to_london,1,0,14,time-mcp-server-convert_time,128,True,True
57,57,time-mcp-server-utc_to_london_time,1,0,15,time-mcp-server-convert_time,128,True,True
57,57,"{'name': 'time-mcp-server-current_time', 'argument",1,0,16,time-mcp-server-convert_time,128,True,True
57,57,"{'name': 'time-mcp-server-days_in_month', 'argumen",1,0,17,time-mcp-server-convert_time,128,True,True
58,58,think-tool-server-think,95,1,1,think-tool-server-think,47,True,True
58,58,,64,0,2,think-tool-server-think,47,True,True
58,58,AI decision-making framework,64,0,3,think-tool-server-think,47,True,True
58,58,multinational-support-policy-ai,32,0,4,think-tool-server-think,47,True,True
58,58,multinational-support-policy-escalation-tool,21,0,5,think-tool-server-think,47,True,True
58,58,multinational-support-ai,17,0,6,think-tool-server-think,47,True,True
58,58,multinational-support-policy-optimizer,16,0,7,think-tool-server-think,47,True,True
58,58,multinational-support-service,10,0,8,think-tool-server-think,47,True,True
58,58,multinational-compliance-policy-aid,9,0,9,think-tool-server-think,47,True,True
58,58,multinational-support-policy-aid,8,0,10,think-tool-server-think,47,True,True
58,58,multinational-support-platform,7,0,11,think-tool-server-think,47,True,True
58,58,AI Decision Logic,6,0,12,think-tool-server-think,47,True,True
58,58,multi-national-support-policy-ai,6,0,13,think-tool-server-think,47,True,True
58,58,multinational-support-policy-escalation,6,0,14,think-tool-server-think,47,True,True
58,58,multinational-support-policy-escalator,6,0,15,think-tool-server-think,47,True,True
58,58,AI Decision Maker,5,0,16,think-tool-server-think,47,True,True
58,58,think-tool-server-think-server,5,0,17,think-tool-server-think,47,True,True
58,58,AI Decision Support,4,0,18,think-tool-server-think,47,True,True
58,58,multinational-compliance-policy-ai,4,0,19,think-tool-server-think,47,True,True
58,58,"{'name': 'think-tool-server-think', 'arguments': '",4,0,20,think-tool-server-think,47,True,True
58,58,AI Decision Engine,3,0,21,think-tool-server-think,47,True,True
58,58,multi-compliance-support-service,3,0,22,think-tool-server-think,47,True,True
58,58,multinational-support-aid,3,0,23,think-tool-server-think,47,True,True
58,58,multinational-support-policy-escalation-service,3,0,24,think-tool-server-think,47,True,True
58,58,think-tool-server-think-service,3,0,25,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational-support-policy-ai",2,0,26,think-tool-server-think,47,True,True
58,58,AI Decision Tool,2,0,27,think-tool-server-think,47,True,True
58,58,AI Support Decision Tool,2,0,28,think-tool-server-think,47,True,True
58,58,multi-ai-support-service,2,0,29,think-tool-server-think,47,True,True
58,58,multi-compliance-aid,2,0,30,think-tool-server-think,47,True,True
58,58,multi-compliance-policy-aid,2,0,31,think-tool-server-think,47,True,True
58,58,multi-national-compliance-support-tool,2,0,32,think-tool-server-think,47,True,True
58,58,multi-national-support-policy-optimizer,2,0,33,think-tool-server-think,47,True,True
58,58,multinational-compliance-ai,2,0,34,think-tool-server-think,47,True,True
58,58,multinational-compliance-audit-tool,2,0,35,think-tool-server-think,47,True,True
58,58,multinational-compliance-policy-escalation,2,0,36,think-tool-server-think,47,True,True
58,58,multinational-compliance-policy-optimizer,2,0,37,think-tool-server-think,47,True,True
58,58,multinational-compliance-support,2,0,38,think-tool-server-think,47,True,True
58,58,multinational-support-policy-analyzer,2,0,39,think-tool-server-think,47,True,True
58,58,multinational-support-policy-decider,2,0,40,think-tool-server-think,47,True,True
58,58,multinational-support-policy-decision,2,0,41,think-tool-server-think,47,True,True
58,58,"'{""name"": ""AI decision-making framework",1,0,42,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational-compliance-policy-helper",1,0,43,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational-support-audit-trace{'}",1,0,44,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational-support-policy-escalation",1,0,45,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational_customer_support_assistan",1,0,46,think-tool-server-think,47,True,True
58,58,"'{""name"": ""multinational_customer_support_policy_d",1,0,47,think-tool-server-think,47,True,True
58,58,"'{""name"": ""think-tool-server-think",1,0,48,think-tool-server-think,47,True,True
58,58,AI Decision Framework,1,0,49,think-tool-server-think,47,True,True
58,58,AI Decision Making Framework,1,0,50,think-tool-server-think,47,True,True
58,58,AI Decision Making Tool,1,0,51,think-tool-server-think,47,True,True
58,58,AI Decision-Making Framework,1,0,52,think-tool-server-think,47,True,True
58,58,AI Decision-Making Tool,1,0,53,think-tool-server-think,47,True,True
58,58,AI Policy Decision Tool,1,0,54,think-tool-server-think,47,True,True
58,58,AI Policy Decisioner,1,0,55,think-tool-server-think,47,True,True
58,58,AI Reasoning Framework,1,0,56,think-tool-server-think,47,True,True
58,58,AI Reasoning System,1,0,57,think-tool-server-think,47,True,True
